Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-16 00:00:00-04:00,54.54166381410045,57.341751934157784,53.46874654876713,53.960914611816406,85048000,0.0,0.0
2020-03-17 00:00:00-04:00,54.39784304976598,56.27644580827855,52.55158829559161,55.72605514526367,77230000,0.0,0.0
2020-03-18 00:00:00-04:00,52.576475036439554,55.06419238089318,51.61950559200986,54.581478118896484,84668000,0.0,0.0
2020-03-19 00:00:00-04:00,54.39486005275054,57.62555631107898,52.75552618156858,55.501617431640625,73022000,0.0,0.0
2020-03-20 00:00:00-04:00,56.518301219717166,56.92985364737396,53.023357470335,53.36324691772461,72036000,0.0,0.0
2020-03-23 00:00:00-04:00,52.81584393747912,53.31348689204805,50.43790473543113,52.58195114135742,80882000,0.0,0.0
2020-03-24 00:00:00-04:00,54.928330717462366,56.482470066095956,54.27392907840006,56.455596923828125,66890000,0.0,0.0
2020-03-25 00:00:00-04:00,56.057984515488805,57.174195720333074,54.04451861574049,54.8646354675293,81630000,0.0,0.0
2020-03-26 00:00:00-04:00,55.32794321527644,58.22273291749569,54.41874781625705,57.81367111206055,71434000,0.0,0.0
2020-03-27 00:00:00-04:00,56.0181718086943,57.26227912123866,55.0348304215655,55.27369689941406,64170000,0.0,0.0
2020-03-30 00:00:00-04:00,55.98681933569691,57.310053987846615,54.5655535212399,57.07068634033203,51482000,0.0,0.0
2020-03-31 00:00:00-04:00,57.09457529453084,58.48847059654039,56.6387341862922,57.866416931152344,49728000,0.0,0.0
2020-04-01 00:00:00-04:00,55.83553656818428,56.21822639006784,54.61382603119818,55.0203971862793,46884000,0.0,0.0
2020-04-02 00:00:00-04:00,54.65412981425825,56.077388876340756,54.56156971898551,55.777809143066406,39298000,0.0,0.0
2020-04-03 00:00:00-04:00,55.68699306542735,55.91217620483488,53.73598675455353,54.63522720336914,46268000,0.0,0.0
2020-04-06 00:00:00-04:00,56.63177357043967,59.45141892355401,56.28043698295594,59.06624221801758,53294000,0.0,0.0
2020-04-07 00:00:00-04:00,60.76220678621572,60.961264736535085,58.83284550940347,59.04583740234375,47746000,0.0,0.0
2020-04-08 00:00:00-04:00,60.040621038171174,60.66615629570455,59.127944075022896,60.228729248046875,39502000,0.0,0.0
2020-04-09 00:00:00-04:00,60.91547240120894,60.989622228115614,59.55466931054919,60.286949157714844,43508000,0.0,0.0
2020-04-13 00:00:00-04:00,60.17398754701405,60.737818597464376,59.099976815251914,60.59101104736328,34796000,0.0,0.0
